#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-07-29-22-57-12
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1737575992.881545	C1ctY410M30jfMudK2	10.1.17.215	51956	133.243.238.243	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881546	C2CXvW16arvkO64vPc	10.1.17.215	51956	94.198.159.14	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881546	CVr6z637J4YAsNz5Hi	10.1.17.215	51956	135.148.100.14	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881547	CenINr1bv0WTD5GVeb	10.1.17.215	51956	194.58.203.20	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881547	ClGyCj3bUXIK0mwj9	10.1.17.215	51956	129.6.15.28	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881693	CMXcCp2bPONPVO0Hbd	10.1.17.215	51956	213.239.239.164	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881694	CL63l71zLOfh34mjpl	10.1.17.215	51956	40.119.6.228	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.881694	CbaeuS3fEIkqmoWFql	10.1.17.215	51956	162.159.200.1	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737575992.924710	CbaeuS3fEIkqmoWFql	10.1.17.215	51956	162.159.200.1	123	3	4	3	1.000000	0.000000	0.023956	0.000610	10.162.8.201	1737575984.429401	0.000000	1737575992.918734	1737575992.918916	0
1737575992.934501	CL63l71zLOfh34mjpl	10.1.17.215	51956	40.119.6.228	123	3	4	3	1.000000	0.000000	0.001587	0.029617	25.66.230.4	1737575888.562716	0.000000	1737575992.922715	1737575992.922717	0
1737575992.959694	ClGyCj3bUXIK0mwj9	10.1.17.215	51956	129.6.15.28	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1737575936.000000	0.000000	1737575992.930629	1737575992.930630	0
1737575992.959695	CVr6z637J4YAsNz5Hi	10.1.17.215	51956	135.148.100.14	123	3	4	2	8.000000	0.000000	0.004807	0.036316	173.73.96.68	1737575649.258047	0.000000	1737575992.938520	1737575992.938539	0
1737575993.049588	C2CXvW16arvkO64vPc	10.1.17.215	51956	94.198.159.14	123	3	4	1	8.000000	0.000004	0.000000	0.000153	MRS\x00	1737575991.036786	0.000000	1737575992.974744	1737575992.975256	0
1737575993.059517	CenINr1bv0WTD5GVeb	10.1.17.215	51956	194.58.203.20	123	3	4	1	1.000000	0.000000	0.000000	0.000031	PPS\x00	1737575991.000000	0.000000	1737575992.982063	1737575992.982063	0
1737575993.059517	CMXcCp2bPONPVO0Hbd	10.1.17.215	51956	213.239.239.164	123	3	4	2	1.000000	0.000000	0.009750	0.027054	237.17.204.95	1737575218.074214	0.000000	1737575992.978252	1737575992.978338	0
1737575993.072405	C1ctY410M30jfMudK2	10.1.17.215	51956	133.243.238.243	123	3	4	1	1.000000	0.000001	0.000000	0.000000	NICT	1737575992.000000	0.000000	1737575992.993240	1737575992.993240	0
1737577523.833105	C4xxFC4tgKeDxM7Nu5	10.1.17.215	62075	133.243.238.243	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
