#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-07-29-22-57-12
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1737577523.833107	CFUfqv3TAMO9F24zu9	10.1.17.215	62075	62.149.0.30	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833109	CaoLXp3D8yvIK40Dnl	10.1.17.215	62075	129.250.35.250	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833110	CDxK1LEwEJSB32np6	10.1.17.215	62075	194.58.203.20	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833220	Chmp3P3eworJGYp9ik	10.1.17.215	62075	213.239.239.164	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833221	C4cYos4UGti15kk5Pg	10.1.17.215	62075	94.198.159.14	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833221	CYCK1P3jpXHdLIwNmi	10.1.17.215	62075	173.71.68.71	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.833222	C8MUDw4er7q64AHbc6	10.1.17.215	62075	193.171.23.163	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577523.880217	CaoLXp3D8yvIK40Dnl	10.1.17.215	62075	129.250.35.250	123	3	4	2	8.000000	0.000000	0.032547	0.016266	129.250.35.222	1737577446.701370	0.000000	1737577523.880768	1737577523.880791	0
1737577523.920830	CYCK1P3jpXHdLIwNmi	10.1.17.215	62075	173.71.68.71	123	3	4	1	1.000000	0.000000	0.000015	0.000031	PPS\x00	1737577507.248383	0.000000	1737577523.901837	1737577523.901878	0
1737577523.990851	C4cYos4UGti15kk5Pg	10.1.17.215	62075	94.198.159.14	123	3	4	1	8.000000	0.000004	0.000000	0.000198	MRS\x00	1737577519.036672	0.000000	1737577523.934981	1737577523.935408	0
1737577523.991211	CDxK1LEwEJSB32np6	10.1.17.215	62075	194.58.203.20	123	3	4	1	1.000000	0.000000	0.000000	0.000031	PPS\x00	1737577522.000000	0.000000	1737577523.934901	1737577523.934901	0
1737577523.995171	Chmp3P3eworJGYp9ik	10.1.17.215	62075	213.239.239.164	123	3	4	2	1.000000	0.000000	0.009705	0.025452	124.216.164.14	1737576858.074297	0.000000	1737577523.937510	1737577523.937597	0
1737577524.010260	C8MUDw4er7q64AHbc6	10.1.17.215	62075	193.171.23.163	123	3	4	1	8.000000	0.000002	0.000000	0.000137	MRS\x00	1737577522.038241	0.000000	1737577523.946112	1737577523.946258	0
1737577524.020143	C4xxFC4tgKeDxM7Nu5	10.1.17.215	62075	133.243.238.243	123	3	4	1	1.000000	0.000001	0.000000	0.000000	NICT	1737577523.000000	0.000000	1737577523.946289	1737577523.946290	0
1737577524.025128	CFUfqv3TAMO9F24zu9	10.1.17.215	62075	62.149.0.30	123	3	4	1	8.000000	0.000000	0.000000	0.001175	GPS\x00	1737577511.431695	0.000000	1737577523.954477	1737577523.954505	0
1737577687.942790	CV9rM24FTXdtUwmYdb	10.1.17.215	64990	129.6.15.28	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.942791	CUyRAq2PvFzl5NjRb	10.1.17.215	64990	169.229.128.134	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.942792	CQWfD12S2GVRzDLQ9k	10.1.17.215	64990	133.243.238.243	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.942909	C9yP4q4ms9ztHniD1j	10.1.17.215	64990	129.250.35.250	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.942910	CpkmLKup42fM5Mo11	10.1.17.215	64990	194.58.203.20	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.942910	C6v8xi2JZCxsuZL6ac	10.1.17.215	64990	142.202.190.19	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.943132	CbkRb5NR4Jgk6i242	10.1.17.215	64990	17.253.26.251	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.943132	CgPCeE2iVSfwGaNnol	10.1.17.215	64990	213.239.239.164	123	3	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	0.000000	0
1737577687.996839	C9yP4q4ms9ztHniD1j	10.1.17.215	64990	129.250.35.250	123	3	4	2	8.000000	0.000000	0.032547	0.018738	129.250.35.222	1737577446.701370	0.000000	1737577687.981906	1737577687.981919	0
1737577688.021425	CbkRb5NR4Jgk6i242	10.1.17.215	64990	17.253.26.251	123	3	4	1	64.000000	0.000001	0.000000	0.000153	GPSs	1737577683.125289	0.000000	1737577687.993941	1737577687.993959	0
1737577688.021855	C6v8xi2JZCxsuZL6ac	10.1.17.215	64990	142.202.190.19	123	3	4	2	1.000000	0.000000	0.007736	0.015945	153.153.36.115	1737577300.472348	0.000000	1737577687.992380	1737577687.992498	0
1737577688.026505	CV9rM24FTXdtUwmYdb	10.1.17.215	64990	129.6.15.28	123	3	4	1	8192.000000	0.000000	0.000244	0.000488	NIST	1737577600.000000	0.000000	1737577687.996314	1737577687.996315	0
1737577688.036688	CUyRAq2PvFzl5NjRb	10.1.17.215	64990	169.229.128.134	123	3	4	1	8.000000	0.000004	0.000000	0.001083	GPS\x00	1737577681.366872	0.000000	1737577687.996071	1737577687.996363	0
1737577688.115373	CgPCeE2iVSfwGaNnol	10.1.17.215	64990	213.239.239.164	123	3	4	2	1.000000	0.000000	0.009750	0.020584	237.17.204.95	1737577335.074169	0.000000	1737577688.037189	1737577688.037261	0
1737577688.116244	CpkmLKup42fM5Mo11	10.1.17.215	64990	194.58.203.20	123	3	4	1	1.000000	0.000000	0.000000	0.000031	PPS\x00	1737577687.000000	0.000000	1737577688.043137	1737577688.043137	0
1737577688.151794	CQWfD12S2GVRzDLQ9k	10.1.17.215	64990	133.243.238.243	123	3	4	1	1.000000	0.000001	0.000000	0.000000	NICT	1737577688.000000	0.000000	1737577688.066818	1737577688.066818	0
#close	2025-07-29-22-57-12
